Country,PWT_Code,WDI_Code,pop75,pop09,gpop,k1975,k2009,kpw1975,kpw2009,hc1975,hc2009,rgdpwk1975,rgdpwk2009,rgdpch1950,rgdpch1955,rgdpch1960,rgdpch1965,rgdpch1970,rgdpch1975,rgdpch1980,rgdpch1985,rgdpch1990,rgdpch1995,rgdpch2000,rgdpch2005,rgdpch2006,rgdpch2007,rgdpch2008,rgdpch2009,gy7509,prodgrowth,ki1975,ki2009,meanki,natsav09,grodomsav75,grodomsav09,govsp75,govsp09,privcap75,privcap09,fdi75,fdi09,imports75,imports09,trade75,trade09,openfrac,tradetax09,martax09,migration10,labfor75,labfor09,labpop75,labpop09,indgdp75,indgdp09,agrigdp75,agrigdp09,aggdpperagworker09,percemployagr10,natcap00,mindep09,endep09,fordep09,co2emm07,tfr75,tfr09,infmor09,malaria94,malariaecology,calories07,lifeex75,lifeex09,agedep75,agedep09,avgsch75,avgsch2010,secsch09,collegeadultpop2010,compcollegeadultpop2010,avgyrsfemaleed,testscores09,intuser09,tele09,cells09,comp05,gini75,gini09,topincsh09,botincsh09,laborshare,ethnicfractionalization,rulelaw2009,corrcon09,polrights10,instability,soccapability,thrift,obedience,perseverance,faith,techvstrad,trust,work,wellbeing,africa,asia,westerneurope,latitude,area,popden60,A__missing_values
Ethiopia,ETH,ETH,33000000,85200000,2.78968786,32030000000,97933005197,2149.66443,2382.911298,,,996.9842617,1457.819261,279.0922,354.6945,388.0433,430.6147,460.655,450.1535,453.535,407.1779,413.5331,383.3904,459.6619,509.9479,550.6315,593.2275,642.7255,683.6058,1.228802353,,17.36835,23.12188,19.07876,-5.824637,,4.134911816,,8.209325147,,0.776335361,,0.776335361,,28.8468042,,39.40184476,0.114285714,,,-300000,14900000,39952287.45,45.15151515,46.89235616,,10.72706138,,50.67630283,104.5542103,77.3441913,2208,0.130585896,0,4.352723358,0.082694472,6.769,5.211,67.1,58.06273222,2.1790121,1952,44.19217073,55.65607317,89.82993129,87.59552964,,,34.44436,,,,,0.537762078,1.104812509,4.891899922,3.22,,29.76,39.36,9.28,,0.723472,-0.773128176,-0.714705527,5,1.733972185,,52.5,38.9,30.5,41.3,,24.4,,,1,,,8.5620098,1135775,0.2197184,24
Fiji,FJI,FJI,576000,868000,1.20612957,4229000000,10607036559,23356.00819,30320.47423,2.098031,3.043299,9687.749754,10865.10043,,,1977.481,1960.501,2488.268,3045.366,3592.861,3349.734,3711.28,3950.282,4177.894,4513.786,4556.233,4468.825,4431.716,4284.218,1.003873374,-0.647817228,27.86383,17.74563,23.53257,-4.405308,19.98577639,,12.00213098,,,1.837029594,,1.982380549,43.63441397,61.73234564,86.62871428,108.8153269,,,,-35000,181066.9,342261.1,31.43522569,39.4310023,22.31276263,17.94449283,25.61117102,13.23179774,804.0307853,35.9484778,11445,0,0,0,1.738731058,4.054,2.693,15.4,,0,3033,61.79878049,69.04346341,73.9640592,56.56692478,5.1128,11.0407,,12.4,8,10.8658,,13.44766597,16.10681827,75.36345202,52.33,42.5,,,,,0.54794198,-0.755418383,-0.736717467,6,0.220326941,,,,,,,,,,,,,-18,,0.2156541,25
Finland,FIN,FIN,4711439,5250000,0.318337338,2.241E+11,4.92168E+11,97361.71899,184729.5152,2.578628,2.950417,34004.26363,62325.69283,6181.571,7852.769,9080.453,11248.37,13909.5,16612.44,19027.55,21252.27,24425.03,22575.75,28263.29,31760.53,33089.56,34898.18,35130.92,32161.5,1.94299492,0.890025324,32.51497,20.23984,23.512,22.79118,28.77130642,20.77576394,17.5170729,25.1011295,0.945234247,-1.966846096,0.234516205,0.025246902,28.54921992,34.91171234,50.95774804,72.28088609,1,,,55001,2301726,2709121.509,48.85399132,51.60231446,39.23330888,28.18013249,10.83394473,2.657780525,18464.95344,3.8720539,6335,0.063057817,0,0,12.12460936,1.688,1.86386,2.5,0,1.00E-06,3215,71.67365854,79.7195122,48.42951961,50.31997001,7.4979,10.2863,,27.4,13.1,10.3413,547.5,83.93813122,26.78707739,144.238109,481.05,30.450001,26.88,36.69701317,9.620004866,0.70999998,0.13149729,1.936949799,2.221168898,1,-1.357152852,,26.2,32.8,64.5,12,33,58.9,3.2,71.26666667,,,1,64.42968,333517.9,,3
France,FRA,FRA,54000000,64400000,0.518028196,2.177E+12,5.21174E+12,95482.45614,176781.9583,2.318523,2.98912,43112.15526,69245.95262,7110.726,8305.913,10101.31,12554.48,15676.11,18202.91,21097.67,22148.51,25442.6,26141.72,29272.09,30974.47,31380.76,32019.17,31981.65,30821.67,1.548931008,0.291673728,20.70612,18.96947,19.57273,16.07042,23.85189226,17.01942774,19.76411829,24.63134515,0.374227643,10.79250748,0.438021206,2.264239254,17.99733097,24.99222699,36.61901725,48.04207412,1,-0.012817973,,500000,22800000,28664715.74,42.22222222,44.51042817,33.28014355,18.83699652,6.15085923,1.743020223,25007.46706,2.0243626,28586,0.000527926,0.010718536,0,5.997124113,1.927,2.00024,3.2,0,0.00582,3553,72.84926829,81.06829268,59.93900624,54.18868133,5.4794,10.4313,,21.3,10.6,10.2084,497.5,71.26770828,56.69433265,95.09156758,574.97,43,,,,0.74000001,0.1032168,1.425371313,1.409841221,1,-0.546550681,,42.9,41.2,55,8.7,,18.8,,73.8,,,1,46.530781,550787.7,,7
Gabon,GAB,GAB,647436,1515000,2.500443444,17670000000,57843385846,57406.92249,79184.0937,1.502831,2.522511,31886.9633,21912.811,,,4518.43,6833.455,8959.63,15159.63,13086.65,11851.05,10906.95,11280.79,11046.38,10301.45,9875.476,10303.53,10506.71,10283.92,-1.141336657,-2.434114034,49.13475,29.85747,31.22009,53.98362,64.2949827,47.29141125,12.21885813,11.62691287,,,,0.296745088,47.90224913,33.31316606,97.42647059,85.50366869,,,,5000,307802.6,711005.9407,47.54178019,46.93108519,62.28373702,53.78560448,6.401386246,5.060350546,878.0179632,25.7161892,514,0.050951779,29.10122273,0,1.430160871,5.023,3.24,51.5,100,17.03443,2730,50.51002439,60.868,72.48196905,67.97932195,1.3781,7.4996,,12.2,7.8,8.3851,,6.700185679,1.79711458,93.11087994,32.52,59.27,41.45,47.93,6.07,,0.76896,-0.461912349,-0.923691717,6,-0.115363673,-0.82999998,,,,,,,,,1,,,-0.65047902,255991.3,0.018861335,18
"Gambia, The",GMB,GMB,570020,1713000,3.236264854,561000000,4224779334,2130.812113,5493.305692,1.13519,1.618684,2017.851215,3277.356308,,,958.0644,947.7787,879.978,932.0018,844.462,850.7328,846.203,777.984,802.0087,1155.71,1163.251,1325.085,1426.717,1464.73,1.329680759,-0.197688415,3.904842,26.41476,15.21539,10.65564,9.639014646,6.252960725,,15.94039633,,5.378128845,,5.378128845,43.61459784,50.12619335,88.32319232,80.57093656,0.714285714,,,14944,263279.9,765581.235,46.18783551,44.69242469,9.656428943,15.46971575,34.74752733,27.45377446,126,75.9566,1799,0,0,0.957598392,0.244945559,6.352,4.969,78.4,100,20.587311,2345.333333,43.41934146,56.24231707,78.15733386,82.24024093,0.4645,2.7853,,1.9,1.2,1.984,,7.629549874,2.873542996,84.03647171,15.57,,47.28,52.84,4.79,,0.78640199,-0.429832142,-0.555368581,5,-0.262985222,,,,,,,,,,1,,,13.45759,10013.55,0.352,20
Georgia,GEO,GEO,4897656,4616000,-0.174200571,,39395071647,,16111.57077,,,,10332.06475,,,,,,,,,,1977.942,2955.482,3820.336,4327.802,4712.042,5210.639,5051.299,,,,7.945942,,-7.387891,,-7.366528914,,24.36662497,,6.250032117,,6.127825906,,49.01807803,,78.54468678,0.114285714,0.730119992,,-249999,,2256741.198,,48.88954068,,21.37320046,,9.604814356,1173.723295,15.0746622,4445,0,0.147606146,0,1.383083474,2.502,1.582,26,0,0.009842,2813,68.68160976,71.68395122,58.44598837,45.33006628,,,108.45002,,,,,30.51404667,14.55285303,66.59103878,42.5,,41.34,47.15,5.32,,0.49227399,-0.17419539,-0.227356151,4,0.991177578,,29.3,22,26.7,67.8,35.9,18.1,3.5,57.36666667,,,,42.18116,72279.36,,38
Germany,GER,DEU,78700000,81800000,0.113629671,,7.39907E+12,,174912.486,2.353276,3.069196,41169.47557,62762.13262,,,,,16237.19,18047.61,21416.37,22609.49,26165.11,28290.53,30950.09,31611.5,32661.36,33643.63,34077.59,32488.16,1.729007204,,21.14862,18.15945,20.75017,21.30074,21.0677697,21.43840474,21.10807968,19.6962997,-0.661780392,-4.459751001,0.145430345,1.175743594,20.29506153,35.88961662,38.87752694,76.72187226,1,,,550000,34500000,42342912.47,43.83735705,51.76395167,42.07757506,26.46535333,3.129602049,0.808648002,16549.61492,1.5732966,1336,0.000450734,0.10730595,0,9.57002222,1.45,1.35691,3.5,0,0.00017,3530,71.38798854,79.93658537,57.12923632,50.96431468,5.3052,12.2085,,19.3,12.8,11.8678,516.5,79.53568526,59.47730126,128.2364812,545.35,,28.31,36.87527956,8.520851163,,0.168202,1.634070707,1.703901327,1,-0.855,,48.5,15.9,64.6,9.4,57.5,36.8,3,66.2,,,1,51,349898,,12
Ghana,GHA,GHA,10100000,23900000,2.533361868,44420000000,82361937124,11414.10832,7500.929113,1.731577,2.352622,2246.968185,2704.31388,,544.4406,603.0376,565.4042,938.892,865.7891,807.0313,803.2233,843.8995,844.0041,887.0502,1045.102,1088.403,1143.995,1211.87,1239.165,1.054563821,0.355516339,41.58241,31.91733,27.61035,-7.610335,13.65512069,8.727756325,13.03236784,9.588318488,2.521967062,6.244713187,2.521967062,6.437839979,18.42703137,41.34734241,37.78345835,71.84903046,0.714285714,15.89266553,,-51258,3891675,10951407.57,38.53143564,45.821789,23.3999041,18.85699309,53.1052992,31.668596,190.4837471,53.8075864,4554,4.77987052,0,2.082282755,0.428543333,6.815,3.91225,46.7,100,25.95429,2849,51.192,56.81712195,95.50138905,72.54095459,2.8442,7.0907,57.15547,1.7,1.1,4.8089,,5.44106137,1.121727031,63.38360771,5.17,,42.76,48.31,5.2,,0.67333198,-0.105876327,0.062688688,1,-0.162287653,,19.6,81.7,43.3,72.6,,8.5,,,1,,,7.941534,235516,0.29449609,8
Greece,GRC,GRC,9046542,10700000,0.493709283,3.764E+11,8.05019E+11,114994.6062,163324.6621,2.40666,3.05946,42151.03188,56169.10001,,4904.593,6181.451,8949.131,12296.65,15250.98,17491.45,17121.51,17825.59,18350.69,21538.91,25724.34,26931.53,27970.83,28244.6,27284.76,1.710836886,0.029873526,29.77878,19.28203,22.23655,6.801384,21.89358229,5.562060582,12.89949839,19.13426932,,11.91831224,0.087430054,0.733289718,24.76901076,29.26485447,41.54786901,47.91229283,1,0.001153895,,150000,3273197,5197643.045,36.18174768,48.57610322,30.58475871,17.5448099,13.17334824,3.113813929,4849.861669,9.541268,640,0.038252526,0.136671971,0,8.759021164,2.365,1.522,2.8,0,0.028189,3700,73.16243902,80.18780488,56.53093221,48.01901737,6.2881,10.499,,24.2,22.4,10.2485,468,44.05379706,52.55609333,117.8299013,89.14,35.110001,34.266,41.48656391,6.745603239,0.79000002,0.1576301,0.638219953,0.118587391,1,0.064750279,1.47,29.9,10.8,54.3,38.8,,23.7,,63.76666667,,,,39.162579,105139.9,,5
Grenada,GRD,GRD,95819,107000,0.324611292,,7813135146,,,,,,,,,,,2836.079,2999.867,4573.363,5654.754,8991.467,8307.433,11417.17,12647.04,12476.34,12910.61,12885.03,12025.85,4.083795721,,19.00285,49.58952,50.58379,3.675411,,-6.63939659,,19.33475989,,14.13919131,,14.51127825,,56.64826331,,83.49254014,,,,-5000,,,,,,18.38567219,,6.482226717,,,2971,0,0,,2.34395991,4.436,2.264,12.8,,,,64.61378049,75.49234146,95.33462986,53.43224092,,,99.14614,,,,,24.05465217,27.51852208,61.57990955,151.3,,,,,,,0.126522572,0.364921434,1,-0.460439662,,,,,,,,,,,,,12.11667,,,54
Guatemala,GTM,GTM,5910462,13300000,2.385411866,45030000000,1.53598E+11,21729.58418,29705.4207,1.427668,1.961834,13800.2695,15327.36498,2822.554,2692.252,2986.783,3279.666,4048.164,4838.566,5742.633,4910.958,4749.942,5055.449,5452.01,5629.123,5809.293,6043.563,6121.558,6284.594,0.769067194,-0.621053614,16.51024,13.8223,16.61115,5.10974,14.28453867,3.303302022,6.865245832,10.27736641,,1.201975951,,1.607100258,23.53328376,33.1293419,45.25631492,56.49788923,0.342857143,6.960821021,,-200000,2072290,5453324.842,35.06138776,41.00244242,18.49364635,28.45831597,28.04862749,12.37364839,936.8234884,42.108924,,0,0.442228925,0.786407475,0.967461995,6.201,4.018,32.6,15.36775976,0.73545301,2171,55.14312195,70.55541463,91.18937411,86.12938531,1.6187,4.065,,2.9,2.2,3.6037,,16.25442799,10.07513609,123.3872203,18.79,49.720001,53.69,57.83,3.44,,0.5122,-1.118169453,-0.60080347,4,0.734813325,0.34999999,38.6,46.5,23,58.7,,15.7,,,,,,15.74233,108418.3,0.36741129,9
Guinea,GIN,GIN,4018826,10100000,2.710428246,5370000000,22048715603,2765.251754,4532.054979,,,1781.801067,1721.251885,,,977.3442,970.6569,801.0516,860.993,878.5649,826.9262,860.9642,831.5859,756.3583,870.0502,859.476,833.618,815.4982,826.5407,-0.120109454,,10.886,38.68503,17.50865,30.90909,,16.85368491,,7.968131073,,3.432851364,,1.214232552,,45.44743069,,86.16401614,0.4,,,-300000,1941957,4849993.857,48.32149986,48.01974116,,52.98925877,,17.17414683,151.0721046,79.7849671,1858,3.655836667,0,2.915981507,0.144424905,6.883,5.329,87.8,100,21.009689,2529,41.1452439,58.34002439,86.06700761,85.33313307,4.9269,,37.02345,,,,,0.943515782,0.218498392,55.68729464,4.78,,39.35,46.21,6.35,,0.73894203,-1.608635056,-1.227307318,7,1.897404013,,,,,,,,,,1,,,10.4008,253825.2,0.1275523,31
Guinea-Bissau,GNB,GNB,680919,1534000,2.388795958,829000000,1950798168,2895.549934,3100.896936,,,1143.091879,1900.339794,,,344.058,389.9946,300.0308,480.6281,378.7161,464.9154,425.82,586.9647,453.4108,793.6237,794.8868,791.558,806.3729,818.3378,1.565239469,,15.02484,17.49745,20.99529,9.955997,-5.364383683,,22.8933549,,,,-0.119281647,1.668263908,25.94668853,,31.13159469,,0.371428571,,,-12317,286301.4,660581.9598,42.04632269,43.06270924,25.36172476,,47.77204139,,119.2175896,79.3564056,10301,0,0,0,0.185453979,6.94,5.659,115.2,100,19.6127,2288,38.44814634,48.17909756,79.55178238,85.53285401,,,,,,,,2.303280592,0.300730221,34.78791814,,,35.52,43,7.23,,0.80821401,-1.37844743,-1.124156012,4,0.488457266,,,,,,,,,,1,,,12.07582,28226.06,0.1935714,34
Guyana,GUY,GUY,767977,753000,-0.057925168,,11118080426,,33053.70873,2.149984,2.582114,8405.467731,9591.371866,,,,,2018.878,2625.104,2316.054,1421.937,1436.854,2141.796,3307.173,3760.625,3696.696,4026.046,4147.413,4338.495,1.477667646,,63.87331,26.17206,41.71367,1.933079,33.03579128,2.025597342,19.61263105,16.17258413,,,,7.122314615,74.90526383,,149.7852618,,0.342857143,,,-40000,239846.2,340606.8267,31.23090926,45.23331032,34.34168465,34.30146866,31.1070606,20.56815656,1546.832825,14.848883,793,3.36923606,0,0,1.970820573,4.383,2.301,28.9,67.7816987,3.1651559,2753,60.3665122,67.59004878,91.71020459,55.49865812,,7.9587,103.39611,5.9,3.8,7.8261,,28.8525347,17.04922505,,38.6,,,,,,,-0.593813552,-0.542271609,2,0.525965571,,,,,,,,,,,,,4.7365479,209804.9,0.028925801,32
Haiti,HTI,HTI,4826993,9778000,2.076209581,10010000000,19601917016,4822.30458,4504.411535,1.295254,1.937312,4130.403857,3163.19504,,,1887.869,1774.737,1662.906,1776.214,2386.157,2067.993,1796.184,1529.617,1516.564,1358.82,1358.342,1383.231,1403.34,1444.444,-0.608116648,-1.507227769,9.79953,10.46537,10.32268,-10.78624,,-2.285840602,,,,0.585772126,,0.585772126,,43.91016995,,58.12352007,,,,-140000,2075771,4465034.009,43.00339777,45.66408273,,,,,,58.7357676,3005,,,,0.246526214,5.642,3.424,63.7,0,0.17800701,1848,49.00429268,61.43526829,82.3225152,68.59769567,1.1647,4.8951,,1,0.8,2.883,,9.967487054,1.079478848,36.36139277,,,59.5,62.97,2.53,,,-1.337528318,-1.122114699,4,0.874070661,,,,,,,,,,,,,18.97583,25683.41,,35
Honduras,HND,HND,2857540,7834000,2.966212119,15350000000,73779572989,15987.0304,25109.18505,1.566538,2.526836,8511.195973,10085.96076,2364.542,1934.77,2235.428,2301.585,2356.112,2859.821,3250.692,3177.438,3112.742,2959.454,3005.842,3310.176,3444.438,3627.778,3691.884,3605.301,0.681312432,-0.880754618,17.84363,19.5567,22.01602,5.727376,9.964412811,0.962962718,12.36654804,18.90472765,0.622775801,3.881384557,0.622775801,3.494936691,39.6797153,60.77205187,70.37366548,102.8715585,0.257142857,3.368561506,,-100000,960153.3,2800321.031,33.600695,35.74573693,24.91366473,27.14896237,27.33103022,12.46188702,660.7624468,26.5231092,,0.3889378,0,0,1.230334163,6.844,3.19,25,100,1.022933,2601,55.69965854,72.40546341,102.6553562,71.39795645,2.1384,6.5016,,6.3,4,6.2602,,9.800002625,11.117067,103.3217528,15.61,,57.66,60.76,2.02,,0.1867,-0.871691161,-0.891866935,4,0.274097459,0.25999999,,,,,,,,,,,,14.83656,113208,0.17293771,14
Hong Kong,HKG,HKG,4395800,7055000,1.391432487,1.016E+11,8.76236E+11,52164.70698,235260.5692,2.277744,2.788744,31294.01039,,,3339.597,5907.116,7032.326,8803.665,13865.65,16328.65,22621.04,27102.68,28531.39,33086.7,35376.91,37370.56,37838.53,36289.98,,,,31.85786,28.94823,33.87729,31.16129,28.55125386,29.72920154,7.047027256,8.747497372,,-25.87680091,,24.88272602,77.8421127,186.6694154,161.2786733,380.4935906,1,,,113392,1947677,3697451.327,44.30768006,52.40894865,,,,,,,4947,0,0,0,5.765354972,2.666,1.042,,0,,,73.36829268,82.72439024,55.6530222,32.76765048,5.6772,10.0209,82.07773,16.1,7.2,9.749,552,61.39611919,59.80253295,174.2923026,600.9,40.900002,,,,0.56999999,0.061951999,1.491310292,1.844517913,5,-0.9339327,,1.9,2.3,6,1.2,,41.1,,,,1,,22.25,,30.147058,25
Hungary,HUN,HUN,10500000,10000000,-0.143500483,,4.26503E+11,,99949.59674,2.554154,3.122534,18912.54493,38610.51696,,,,,7287.582,9341.295,10611.18,11377.71,11900.13,10861.06,13273.03,16644.5,17294.03,17487.57,17621.94,16512.55,1.675517071,,20.51075,15.87463,18.56897,24.87333,30.37465964,,10.45242036,,,-3.664316221,,2.158262395,48.61146015,,89.81592059,,0.285714286,-0.000518971,,75000,5186166,4276697.465,49.39205714,42.76697465,50.2912738,,17.24060617,,4353.851984,8.4127143,,0.007911768,0.190228461,0,5.61126039,2.35,1.32118,5.1,0,0.017225999,3438,69.29,73.90487805,49.17133567,45.01161524,8.3159,11.6726,,13.8,12.6,11.5375,496.5,61.62662031,30.61856448,117.6623395,146.04,21.540001,31.18,39.9,8.4,,0.1522,0.817399833,0.464146606,1,-0.599442619,,41.5,32.3,42,18.5,61.1,22.2,3.6,61.36666667,,,,47.20927,95568.61,,19
Iceland,ISL,ISL,218031,307000,1.00650145,12440000000,39028024011,130379.7909,206495.3836,2.516601,2.984111,43895.85666,58005.11747,7899.711,9913.279,10500.92,13744.17,14148.79,19209.47,23820.56,25152.39,27987.54,26988.23,33481.98,39901.34,41741.21,43108.15,42507.14,37113.41,1.936985215,0.034825607,36.81814,15.82076,26.60867,22.9207,27.13737125,22.55857935,17.39171406,26.46013274,,-96.55654635,,0.500914716,41.62934812,44.20821362,74.91725107,97.18990158,,1.193774325,,19999,95413.56,196427.7872,43.76146511,63.98299257,35.50213138,,11.30117369,,,6.3829787,1928,0,0,0,7.502846909,2.613,2.22849,1.8,0,0,3330,72.04512195,81.45609756,64.5281054,47.65425885,6.9329,10.4057,,27.7,18.3,10.6823,501.5,94.51987388,58.04921927,109.3781146,478.52,,,,,,0.079796001,1.716560141,2.055562853,1,-1.2069553,,20.5,17.4,29.1,10.5,,41.1,,81.2,,,1,64.919571,100376.3,,15
India,IND,IND,619000000,1160000000,1.847264739,1.079E+12,8.22991E+12,4732.45614,17918.3148,1.475383,2.154137,2509.906539,8212.137901,591.6083,648.4127,711.3801,775.0733,886.233,924.489,1018.269,1174.454,1407.838,1566.53,1859.066,2556.664,2760.963,3000.759,3079.299,3238.552,3.687177773,1.438999189,19.20964,31.19326,22.54309,31.04968,17.77822633,32.03746374,9.822965769,11.99100007,-0.01064552,2.952234691,-0.01064552,2.510568739,6.725163558,24.02218862,12.43870294,43.60681574,,12.56992018,,-1000000,228000000,457459478.3,36.83360258,39.43616192,22.57139521,26.96572605,37.95072076,17.7605764,246.1727917,48.3651224,3472,1.059304667,2.23276959,0.873712903,1.432308948,5.078,2.682,50.3,66.52045846,0.086632997,2301,52.25417073,64.05226829,76.83386071,56.51561564,1.5135,4.4002,,5.9,3.8,3.2161,,5.305762167,3.207692429,45.44865533,15.53,29.17,36.8,45.34,8.08,,0.41819999,0.049102192,-0.325540451,2,1.187927632,-0.28,55.7,56.2,41,41.5,79.5,23.3,4,66.66666667,,1,,22.932289,3151251,1.487776,4
Indonesia,IDN,IDN,135000000,240000000,1.692247485,2.706E+11,2.46151E+12,5433.73494,20395.27732,1.694136,2.264716,3353.519277,8457.706079,,,692.5087,675.0957,859.1594,1237.076,1597.526,1848.164,2344.636,3139.571,2920.003,3446.754,3524.371,3626.18,3869.048,4075.335,3.50647771,0.854875857,26.10901,22.69022,29.50435,29.27179,26.64972459,33.7629511,9.036982474,9.615465055,,2.270049825,,0.902759271,21.02342968,21.32725973,45.0322757,45.4518696,0.857142857,2.097717004,,-730000,49800000,115643697.1,36.88888889,48.18487379,33.47317071,49.092058,30.17749216,15.75524977,398.1438942,37.3323241,14105,1.176626832,5.325600189,0,1.766231554,5.043,2.1305,29.8,60.22416949,3.562865,2535,50.94995122,71.18213415,81.98832825,49.23812438,2.5894,5.8209,79.45589,2.5,1.6,5.0772,377,8.696986103,14.76656574,69.24872212,13.89,34.599998,36.76,44.93106,7.644589,,0.73513401,-0.559758021,-0.70741862,2,0.642073395,-0.40000001,47.7,53.7,41.9,91.3,,42.5,3.5,71.76666667,,1,,-1.656184,1697375,0.53106248,6
Iran,IRN,IRN,33300000,76000000,2.426988069,5.894E+11,2.28834E+12,62621.02677,75090.99568,1.497443,2.572362,39073.91937,27620.66443,,2601.269,4403.936,5791.819,8955.026,11044.16,5693.099,6293.883,6055.482,6829.625,7764.575,9139.968,9604.079,10064.05,10650.67,10624.06,-0.114060415,-2.259219318,33.13462,31.97201,28.47802,39.20403,32.56092807,,25.77112971,,,,1.010174929,0.911161502,33.63238726,,76.77429648,,,6.001453446,,-500000,9412174,29232771.07,28.26478679,38.46417246,54.73941062,,10.0092548,,,21.5243,,0.20079313,17.66053698,0,6.977955488,6.414,1.781,25.9,24.93523955,0.056942001,3042,56.56258537,71.69012195,92.35865468,40.6617865,1.4867,7.2519,83.07452,11.1,9.5,6.2345,,38.28970992,35.39466675,72.08802907,109.14,42.279999,38.28,44.97,6.41,,0.66839999,-0.900895771,-0.829989113,6,1.518201658,,39.6,32.7,30.6,72.1,,10.6,4,60.43333333,,1,,32.52137,1614726,0.12408924,17
Iraq,IRQ,IRQ,11100000,28900000,2.814401432,,3.40827E+11,,48468.38487,1.376678,2.161057,31189.73952,17780.67105,,,,,5459.591,7103.584,10552.2,6823.914,7249.424,3294.697,4264.461,3758.143,4020.423,3944.482,4124.269,4714.761,-1.205591823,,13.27623,24.7417,20.11467,25.2349,,,,,,,-0.279100739,1.625569615,,,,,,,,-576999,2528068,7663186.192,22.77538739,26.5162152,,,,,,5.4723997,10534,9.24944E-05,45.72103737,0,3.340697861,6.993,3.927,35.4,28.12834084,0.16140699,,59.95926829,68.15468293,100.7370934,79.70346963,0.9299,5.5619,,9.7,6.2,4.415,,1.031933199,3.519355785,62.62088169,8.21,,,,,,,-1.830561514,-1.381558504,5,2.33042564,,31.8,73.9,21,90.6,,40.8,,55.23333333,,1,,32.948071,441138.6,,37
Ireland,IRL,IRL,3177300,4580000,1.075491819,83990000000,3.79639E+11,71002.74577,164279.733,2.58876,3.108161,31507.30102,68016.11361,5848.47,6583.132,6970.002,8376.082,10215.66,11730.2,13983,14241.49,17400.85,20777.47,30776.17,37036.67,37893.21,39168.89,37162.82,33348.11,3.073042313,1.082372007,20.34109,14.89939,22.65736,34.04531,15.43498597,28.64613608,19.45016131,19.01086006,2.950824742,13.32287752,1.71951075,11.1065673,46.27479666,73.60748244,85.92554419,162.1358832,0.971428571,0.026569608,,200000,1182912,2245561.172,37.23010103,49.02971991,34.00236145,31.19619858,17.0242783,0.959780071,,6.5809545,3999,0.039864429,0.019662857,0,10.16382954,3.396,2.06776,3.5,0,0,3532,71.7395122,79.5,73.08066507,46.79494036,8.8927,11.6121,,30.6,20.3,11.6906,497.5,68.36712545,46.72493498,109.4519066,494.29,38.689999,34.2768,42.04918848,7.443429005,0.73000002,0.120635,1.712813987,,1,-0.976053961,,22.6,47.9,28.4,39.1,,35.8,,79.4,,,1,53.163368,67816.94,,6
Israel,ISR,ISR,3354242,7234000,2.260489177,1.212E+11,4.76174E+11,105088.649,159530.7268,2.739803,3.083315,45547.88135,60194.96963,5050.505,5774.863,7093.346,9455.118,12417.19,15661.04,15181.19,15916.7,18000.44,21079.64,23198.75,23816.03,24626.53,25477.53,26079.48,25550.34,1.439630954,0.179218787,29.62699,20.92185,24.65226,19.13669,-3.415676291,18.82372234,43.40595377,24.16068949,1.807572662,-1.291507922,0.364756815,1.992970477,67.3156878,32.21338498,99.9501081,66.86540707,0.714285714,0.859998816,,85000,1153312,3070541.62,34.3836849,42.44597208,,,,,,1.7158545,4678,0.064992024,0.12906852,0,9.28744725,3.554,2.96,3.4,0,0.054207999,3540,72.04512195,81.55365854,68.4216043,60.7996207,8.9009,11.9138,,36.7,24.3,11.9917,451,49.71982208,43.6728167,121.2357391,740.35,,39.1998,44.92956589,5.706706358,0.69999999,0.34359369,0.83308615,0.784974058,1,1.450510773,1.77,19.8,16.3,30.7,29.1,,23.5,2.6,67.26666667,,1,,31.41497,31135.02,1.039843,8
Italy,ITA,ITA,55600000,60500000,0.248412246,2.253E+12,5.63611E+12,104790.6977,221069.9741,2.413051,2.839376,41578.27479,66020.89589,5348.659,6939.926,8858.108,11029.85,14372.21,16077.93,19735.37,21321.68,24951.36,26528.72,28883.26,29377.72,29917.39,30202.87,29497.52,27692.99,1.599211143,0.309099482,22.03541,22.34988,22.69283,17.79539,23.83447934,18.51196905,16.32297001,21.55437344,0.176942435,0.600931367,0.294152338,1.371484546,19.43372932,24.36646783,38.95694771,48.33556442,1,,,1650000,21500000,25377206.3,38.66906475,41.94579554,38.59222116,25.05812067,7.476171644,1.833964879,13147.97019,3.2513561,2627,2.36994E-05,0.085209866,0,7.680879094,2.208,1.412580909,3.4,0,0.078589,3657,72.64731707,81.43658537,57.68678493,52.49027536,5.5935,9.2975,,10,6.6,8.8955,486,48.54756574,35.3695976,150.4669177,366.61,39,36.033146,42.02375409,6.495512895,0.70999998,0.114519,0.388301534,0.054778463,1,-0.529618692,,39.7,26.3,44.5,34.6,,29.2,,65.1,,,1,42.879902,296127.4,,5
